x_1 x_2 v_1 v_2 r1 r2 height x0_bias y0_bias
2 2 0 0 0 0 0.8 2 2
2.21682 2.21229 -0.488525 0.174394 0.054338 -1.16539 0.8 2 2
2.27742 2.42427 -0.276837 -0.412035 1.21975 -1.9857 0.787865 2.27742 2.42427
1.80667 1.7668 -0.185573 -0.831155 -1.894 0.0326278 0.787865 2.27742 2.42427
2.02673 1.09675 0.628066 0.245143 -0.532573 0.726844 0.75522 2.02673 1.09675
1.86291 2.20371 0.343494 0.237511 -1.48943 1.35029 0.75522 2.02673 1.09675
2.25485 2.03159 -0.186564 -0.25753 0.955797 0.626847 0.741002 2.25485 2.03159
1.85375 1.90098 -0.0549682 0.0905499 -2.4466 -0.482417 0.741002 2.25485 2.03159
2.03736 1.63664 0.643452 -0.326393 0.161119 -0.573394 0.711884 2.03736 1.63664
1.51126 1.74682 -0.874736 0.023333 -2.23032 0.920077 0.711884 2.03736 1.63664
1.43402 1.72037 1.40318 -0.118611 -0.230405 1.59942 0.798732 1.43402 1.72037
2.52864 1.54928 -0.284136 0.453512 -0.734272 0.0267698 0.798732 1.43402 1.72037
1.96865 2.34199 -0.310312 0.942011 -0.213227 -0.653219 0.698511 1.96865 2.34199
2.52522 2.82569 1.10415 -0.0302331 0.126975 0.245274 0.698511 1.96865 2.34199
2.26577 2.37783 -0.130685 -1.03704 -2.38666 -0.172452 0.694456 2.26577 2.37783
1.79729 1.92366 -0.594276 -0.45954 -1.01816 0.000339905 0.694456 2.26577 2.37783
2.0428 1.53128 0.81533 0.000548477 0.0215686 0.192373 0.651798 2.0428 1.53128
1.5902 1.59239 -0.589619 0.322343 -0.32059 1.03434 0.651798 2.0428 1.53128
1.68474 2.03699 0.307656 0.0844698 0.373025 1.2037 0.748175 1.68474 2.03699
1.29287 1.07092 -0.0232784 -1.37349 -1.78167 -0.485522 0.748175 1.68474 2.03699
1.95491 0.504523 -0.340675 -0.631105 -0.470404 0.252878 0.641349 1.95491 0.504523
1.3565 0.208712 0.171774 0.256027 -0.0540586 -0.773614 0.641349 1.95491 0.504523
1.70958 0.687776 -0.279361 0.184344 1.43451 1.18397 0.704435 1.70958 0.687776
1.41252 0.650438 0.272082 -0.538018 -0.565259 -0.375347 0.704435 1.70958 0.687776
