x_1 x_2 v_1 v_2 r1 r2 height x0_bias y0_bias
1.13623 -3.5958 -1.13721 -0.50447 0.6853 -0.594154 0.520397 1.57126 -2.5217
0.511959 -3.11635 0.058308 0.738844 -1.15378 0.432864 0.799095 0.511959 -3.11635
1.67469 -2.56263 0.461105 0.366431 -1.16672 1.37687 0.799095 0.511959 -3.11635
2.43394 -1.81196 1.01975 1.13097 0.780283 -0.422021 0.637401 2.43394 -1.81196
2.42849 -1.45503 -0.606064 -0.375783 2.84086 0.259827 0.637401 2.43394 -1.81196
1.88076 -2.01782 -1.22285 -1.4166 -0.126957 -0.261581 0.513468 1.88076 -2.01782
0.764013 -2.82637 0.126152 0.107027 0.306126 0.570931 0.513468 1.88076 -2.01782
1.27076 -3.23864 -0.660825 -0.280484 1.06442 -0.200297 0.650991 1.27076 -3.23864
0.789955 -2.76581 0.103793 0.760297 0.425438 -2.30019 0.650991 1.27076 -3.23864
0.640655 -2.48146 0.860252 0.159752 1.13161 0.257272 0.770205 0.640655 -2.48146
1.54693 -2.31104 0.873063 0.170833 0.943504 0.284894 0.770205 0.640655 -2.48146
2.18767 -1.94199 0.00356315 -0.465558 -0.666795 0.386328 0.55404 2.18767 -1.94199
2.06734 -2.23072 0.13243 -0.773823 0.081149 0.728806 0.55404 2.18767 -1.94199
1.58875 -2.84003 -0.737055 -0.685392 -0.53433 -0.479939 0.493531 1.58875 -2.84003
1.41678 -2.66762 0.0481968 1.2673 -0.497957 -0.915665 0.493531 1.58875 -2.84003
1.21541 -2.0514 0.0616796 -0.369761 0.164195 1.54536 0.653868 1.21541 -2.0514
1.26907 -2.66729 0.372432 0.258854 0.641538 1.5547 0.653868 1.21541 -2.0514
0.783092 -2.43604 -1.03245 -0.387852 -1.95921 0.125883 0.746497 0.783092 -2.43604
0.450556 -2.85101 -0.136188 0.180105 0.0301308 -0.0951468 0.746497 0.783092 -2.43604
0.540565 -2.53402 0.599472 1.10975 -0.553586 -2.06574 0.728796 0.540565 -2.53402
0.771996 -1.6404 0.952904 0.126458 -0.70049 -0.404967 0.728796 0.540565 -2.53402
1.95769 -1.66258 1.40716 0.385692 -0.374708 1.72535 0.502929 1.95769 -1.66258
3.15248 -1.929 0.143997 -0.426885 0.648191 -0.368233 0.502929 1.95769 -1.66258
2.81713 -1.93108 -0.146506 1.09493 0.0343631 -1.69372 0.72995 2.81713 -1.93108
2.72963 -1.34237 0.9912 0.162566 -1.49201 -0.402664 0.72995 2.81713 -1.93108
2.80692 -1.30503 -1.07455 -0.178374 -0.336194 0.984463 0.700332 2.80692 -1.30503
1.36495 -1.95583 -0.658733 -0.980297 0.0226095 -0.627335 0.700332 2.80692 -1.30503
1.34203 -2.65055 0.424059 0.359546 -0.830746 1.55589 0.570978 1.34203 -2.65055
1.71443 -1.64939 0.13916 -0.0464626 -0.109282 -0.589487 0.570978 1.34203 -2.65055
1.82185 -2.44592 0.682296 0.0444004 -1.24155 2.28732 0.472259 1.82185 -2.44592
2.0955 -2.21577 -0.127077 0.420026 0.100109 0.503615 0.472259 1.82185 -2.44592
1.49518 -2.42205 -0.213532 0.13821 -1.20064 1.99989 0.490192 1.49518 -2.42205
1.97239 -1.94369 1.19837 0.53615 1.07094 -0.512994 0.490192 1.49518 -2.42205
2.3241 -1.8707 -0.36817 0.231027 -0.664817 0.73409 0.571185 2.3241 -1.8707
1.7796 -1.93306 -0.69161 -0.942799 -0.84761 -0.514055 0.571185 2.3241 -1.8707
1.65167 -2.79395 -0.0556215 -0.157406 0.266925 0.121836 0.447381 1.65167 -2.79395
0.912552 -3.01553 -0.765392 -0.0313891 -2.02188 -0.932373 0.447381 1.65167 -2.79395
0.437067 -3.12022 -0.725123 0.172608 -0.247773 2.35526 0.723271 0.437067 -3.12022
-1.02095 -2.91159 -1.57044 1.24081 1.00951 -0.0313229 0.723271 0.437067 -3.12022
-2.5468 -1.45383 -0.404186 1.16041 0.429739 -1.01859 0.8 -2.5468 -1.45383
-2.29145 -1.99142 1.24593 -1.2765 0.0753167 2.63744 0.8 -2.5468 -1.45383
-1.55528 -2.27505 -0.398349 0.0411163 0.520064 -1.75587 0.8 -1.55528 -2.27505
-2.07297 -1.89428 -0.0481707 1.16418 0.287245 -0.951941 0.8 -1.55528 -2.27505
-2.3407 -1.54884 -0.749711 -0.542688 -1.83326 -0.221308 0.781389 -2.3407 -1.54884
-1.40554 -2.15062 1.9141 -0.628701 0.593208 1.09202 0.781389 -2.3407 -1.54884
-1.35179 -1.9467 -1.3342 0.545668 -0.812425 -1.23281 0.781155 -1.35179 -1.9467
-2.15174 -1.75505 -0.287552 0.074258 -0.825447 -1.2447 0.781155 -1.35179 -1.9467
-1.71845 -2.03778 -0.272999 -0.642997 -1.14017 -1.66815 0.771506 -1.71845 -2.03778
-2.43165 -2.7779 -0.122625 -0.183311 0.867851 1.2526 0.771506 -1.71845 -2.03778
-2.3957 -2.2397 -0.134995 0.266722 0.155568 -0.588613 0.747544 -2.3957 -2.2397
-2.84163 -2.26896 -0.621626 -0.139829 0.568265 1.18204 0.747544 -2.3957 -2.2397
-2.64982 -2.41666 -0.213634 -0.652125 0.590385 1.48609 0.75075 -2.64982 -2.41666
-2.70029 -2.76667 0.0721369 -0.278348 0.199323 -0.939743 0.75075 -2.64982 -2.41666
-2.64764 -2.72707 0.715054 -0.105109 0.902923 -2.11109 0.722639 -2.64764 -2.72707
-1.70536 -2.19434 0.290531 0.415968 -0.286472 0.472146 0.722639 -2.64764 -2.72707
-1.35771 -1.76205 -0.28261 0.526052 -0.177588 0.0727767 0.745035 -1.35771 -1.76205
-2.08379 -1.67811 -1.30002 0.493894 0.407586 -1.14538 0.745035 -1.35771 -1.76205
-2.0858 -1.95277 1.29505 -0.231073 -0.459526 0.041355 0.767688 -2.0858 -1.95277
-1.52223 -1.97083 0.489699 0.421516 0.136034 1.47675 0.767688 -2.0858 -1.95277
-1.95277 -1.90888 -0.96384 0.220038 1.04734 1.01482 0.748574 -1.95277 -1.90888
-2.66684 -2.19575 0.798342 -0.923225 0.174617 -1.13538 0.748574 -1.95277 -1.90888
-2.1716 -2.58922 -0.0203584 0.309032 3.05463 -0.606326 0.711419 -2.1716 -2.58922
-2.51775 -1.98031 -0.561481 0.416221 -1.11227 0.57993 0.711419 -2.1716 -2.58922
-2.56617 -1.97085 0.389047 -0.147783 0.590054 1.09708 0.680544 -2.56617 -1.97085
-2.54114 -3.01881 0.20669 -1.67432 -0.566096 -0.707803 0.680544 -2.56617 -1.97085
-2.56604 -3.208 0.187921 0.264941 -1.7826 -1.4867 0.65776 -2.56604 -3.208
-3.22879 -2.79225 -1.08012 1.07199 0.628684 1.28918 0.65776 -2.56604 -3.208
-3.62586 -2.40796 0.355892 -0.167894 1.56764 -1.08783 0.8 -3.62586 -2.40796
-2.50294 -2.31726 0.638931 0.523001 0.783547 0.48684 0.8 -3.62586 -2.40796
-2.23423 -2.14679 0.302436 -0.622305 -0.398064 -0.432539 0.670486 -2.23423 -2.14679
-0.770494 -1.2289 0.194022 1.14675 0.61658 0.19758 0.670486 -2.23423 -2.14679
-2.03118 -1.62537 -0.992237 -0.483654 0.761306 0.08763 0.684264 -2.03118 -1.62537
-2.28279 -1.9361 0.297447 -0.345968 0.274937 -1.57074 0.684264 -2.03118 -1.62537
-2.72102 -2.37072 -0.288478 -0.179195 -0.367204 -1.25946 0.67816 -2.72102 -2.37072
-2.36278 -2.18209 0.0364852 0.163634 -1.89876 0.100584 0.67816 -2.72102 -2.37072
-2.51291 -2.15832 0.507972 -0.920634 -0.530096 0.254713 0.611775 -2.51291 -2.15832
-3.14373 -2.94591 -0.60945 -0.719485 -1.59414 2.33374 0.611775 -2.51291 -2.15832
-2.67766 -2.97986 -0.140787 0.111642 2.92211 0.170556 0.625724 -2.67766 -2.97986
-2.89459 -3.16288 -0.0106476 -0.372664 -0.915038 -0.566848 0.625724 -2.67766 -2.97986
-2.8796 -2.93121 -0.327824 0.723105 -0.234104 0.3592 0.709503 -2.8796 -2.93121
-3.17374 -2.73336 0.119029 0.290909 -0.0481638 1.20695 0.709503 -2.8796 -2.93121
-3.14008 -2.6001 -0.0696243 -0.241493 0.43148 0.382553 0.77738 -3.14008 -2.6001
-3.1192 -3.23404 0.0397277 -0.432135 -0.782212 0.996268 0.77738 -3.14008 -2.6001
-3.20859 -3.05525 -0.0505722 0.565292 -0.49748 -1.0877 0.757095 -3.20859 -3.05525
-2.43978 -2.41165 1.53835 0.499595 -0.479462 -0.736999 0.757095 -3.20859 -3.05525
-1.0057 -1.14953 1.01228 1.34229 -0.283949 0.906505 0.786012 -1.0057 -1.14953
-1.54839 -0.976281 -1.75212 -0.948768 0.905609 -0.975315 0.786012 -1.0057 -1.14953
-1.32879 -1.97361 1.20265 -1.00869 0.338647 -0.786865 0.714115 -1.32879 -1.97361
-1.0139 -1.74338 0.0758608 0.177628 -0.938845 -1.06325 0.714115 -1.32879 -1.97361
-1.41346 -1.3742 -0.0145882 0.405848 -1.01834 -0.270129 0.684957 -1.41346 -1.3742
-1.28632 -1.09167 0.110236 -0.205716 -0.51128 1.33842 0.684957 -1.41346 -1.3742
-1.33154 -0.721531 -0.450026 -0.364483 0.941433 -1.13595 0.667443 -1.33154 -0.721531
-1.30405 -1.50277 1.16735 -0.953569 -0.883173 -0.679979 0.667443 -1.33154 -0.721531
-0.943419 -1.81057 0.292789 -0.00998487 0.117268 -1.33875 0.753511 -0.943419 -1.81057
-1.44074 -1.23142 -0.573231 0.997743 -0.36971 -0.763953 0.753511 -0.943419 -1.81057
-1.6282 -1.24733 0.196265 -0.543742 0.0102294 1.42561 0.679479 -1.6282 -1.24733
-2.05034 -2.18929 -0.942373 0.0521392 0.170697 0.641545 0.679479 -1.6282 -1.24733
-2.20031 -1.67152 0.366038 -0.418761 -1.28974 -1.81649 0.630334 -2.20031 -1.67152
-1.47216 -1.52775 -0.700377 0.628724 -0.16544 1.65267 0.630334 -2.20031 -1.67152
-2.09339 -0.920462 0.0697692 0.537962 -1.20872 0.893379 0.62944 -2.09339 -0.920462
-1.87841 -1.4703 0.578826 -1.295 0.431214 -1.14954 0.62944 -2.09339 -0.920462
-1.78536 -1.87616 0.0143446 0.200902 -1.17559 -0.0681625 0.669217 -1.78536 -1.87616
-1.51892 -1.92955 -0.0201894 -0.331595 -1.04633 0.125224 0.669217 -1.78536 -1.87616
-1.82955 -1.84333 -0.0102023 -0.177972 0.162918 -0.73053 0.644834 -1.82955 -1.84333
-1.59238 -1.70123 -0.0289803 0.0330578 -0.552516 0.970905 0.644834 -1.82955 -1.84333
-1.50981 -1.66356 1.23231 0.506996 1.82023 0.473378 0.621199 -1.50981 -1.66356
-0.449791 -1.64823 -0.584678 -1.08419 1.36641 0.798888 0.621199 -1.50981 -1.66356
-1.15877 -1.63483 -0.434051 0.78068 0.962818 -0.269594 0.670688 -1.15877 -1.63483
-1.08591 -0.915141 0.239916 0.586522 0.757217 -0.232989 0.670688 -1.15877 -1.63483
-1.07305 -0.712111 -0.688634 0.1905 -0.978677 0.128716 0.674302 -1.07305 -0.712111
-1.20812 -0.849007 0.150917 -0.304114 -0.596047 -0.808187 0.674302 -1.07305 -0.712111
-1.51042 -1.09097 -0.70157 -0.756338 -0.0415166 -0.0125283 0.596089 -1.51042 -1.09097
-2.27299 -1.73042 -0.657122 -0.641941 0.66228 -0.517383 0.596089 -1.51042 -1.09097
-2.63093 -2.67042 0.773781 -0.472898 -0.583862 -0.0710151 0.578755 -2.63093 -2.67042
-1.85954 -2.78025 -0.319574 -0.0748452 -0.741285 -0.726488 0.578755 -2.63093 -2.67042
-2.56438 -2.32937 -0.64857 0.366089 -0.728944 1.53185 0.554687 -2.56438 -2.32937
-1.97547 -1.72277 0.681642 0.370015 -0.369419 -0.105352 0.554687 -2.56438 -2.32937
-1.74921 -1.92784 -0.450674 -0.622367 0.429016 0.750109 0.609679 -1.74921 -1.92784
-2.26969 -2.40114 -0.0830531 -0.425396 0.190809 -0.252914 0.609679 -1.74921 -1.92784
-2.13321 -2.52614 0.220874 -0.0752604 1.20197 -0.490887 0.587015 -2.13321 -2.52614
-2.41975 -1.70358 0.126946 0.160518 0.253063 0.000973667 0.587015 -2.13321 -2.52614
-2.25764 -2.41509 0.363802 -1.33979 -0.70294 0.301523 0.563379 -2.25764 -2.41509
-1.85864 -2.49318 -0.948977 0.679027 1.09424 -2.06832 0.563379 -2.25764 -2.41509
-2.03995 -1.38072 0.517354 0.619386 0.28297 -0.268144 0.568458 -2.03995 -1.38072
-0.503897 -0.930913 1.97037 0.215232 -2.44096 -0.590658 0.568458 -2.03995 -1.38072
-0.111156 -1.6736 -0.380313 -1.63026 0.580276 -2.30261 0.798897 -0.111156 -1.6736
-0.218126 -2.93122 1.27963 0.552013 0.256053 -0.751367 0.798897 -0.111156 -1.6736
0.75275 -1.89028 1.0636 0.899375 -0.616812 1.30134 0.696313 0.75275 -1.89028
1.94152 -1.80543 0.299511 -0.94689 -1.23676 0.138169 0.696313 0.75275 -1.89028
1.7837 -2.71605 -0.17258 -0.0479652 0.304753 0.805117 0.444699 1.7837 -2.71605
2.26097 -1.5123 0.617603 1.03176 2.53892 1.01652 0.444699 1.7837 -2.71605
3.18859 -0.625398 0.588883 1.14755 0.8878 -0.0174964 0.787833 3.18859 -0.625398
3.6021 0.552412 0.195584 0.937216 0.588922 -0.437922 0.787833 3.18859 -0.625398
3.77275 1.70037 -0.680199 0.6672 -0.37473 0.612427 0.799557 3.77275 1.70037
2.5808 1.88727 -1.55397 1.00525 -0.658804 1.04507 0.799557 3.77275 1.70037
1.90837 2.53196 0.453091 0.0620487 0.904902 -1.82222 0.457521 1.90837 2.53196
2.47012 2.16841 -0.151903 0.0821177 0.188743 -2.23061 0.457521 1.90837 2.53196
2.45757 2.31761 -0.0916645 -0.732423 0.569353 -1.78769 0.591785 2.45757 2.31761
2.19863 2.17579 0.571036 0.213523 0.0854362 -1.58918 0.591785 2.45757 2.31761
2.35332 2.13217 -0.622731 -0.785718 1.37362 -1.53596 0.548108 2.35332 2.13217
1.88105 1.87378 -0.266499 0.17023 -0.639054 -0.0200032 0.548108 2.35332 2.13217
1.91494 2.13626 0.37884 -0.586937 0.300647 -0.552909 0.447024 1.91494 2.13626
1.90082 1.84258 0.610541 0.509473 -0.85707 0.490845 0.447024 1.91494 2.13626
1.8139 1.78891 0.253764 -0.011352 -2.6061 0.906689 0.421885 1.8139 1.78891
1.99564 2.2084 0.580486 0.117162 -1.41735 -1.21639 0.421885 1.8139 1.78891
3.10049 2.91547 0.731165 0.331814 -0.262661 -1.03121 0.745472 3.10049 2.91547
2.75909 3.1038 -1.5149 -0.258712 -0.392157 1.70624 0.745472 3.10049 2.91547
2.24076 2.3595 0.543763 -0.493784 -1.24609 1.73109 0.502199 2.24076 2.3595
2.866 2.28831 0.546713 0.69525 0.0479373 -1.63039 0.502199 2.24076 2.3595
2.38599 2.75617 0.289412 0.0985779 1.00114 2.0353 0.530495 2.38599 2.75617
2.83996 2.55158 0.540582 -0.121209 -1.57124 -0.269909 0.530495 2.38599 2.75617
2.87 2.05291 -0.421567 -0.178462 -1.25928 -2.37671 0.672772 2.87 2.05291
2.38374 2.26426 -0.810658 1.23096 -1.84545 -2.90248 0.672772 2.87 2.05291
1.66774 2.59015 0.589049 -1.67336 -0.486083 0.481858 0.412631 1.66774 2.59015
1.6405 1.91753 0.18954 0.425846 -0.599179 0.0991548 0.412631 1.66774 2.59015
1.94815 1.79893 -0.30313 -0.763047 -0.969957 0.187618 0.427659 1.94815 1.79893
1.72684 1.3999 1.437 0.0555259 -0.884902 -0.228104 0.427659 1.94815 1.79893
1.98193 2.08182 -0.0107244 0.908094 1.09376 0.502273 0.424888 1.98193 2.08182
2.19538 2.61959 -0.515648 -0.88534 0.071079 -0.557988 0.424888 1.98193 2.08182
2.74055 2.14314 0.745823 -0.130765 -1.18328 0.376989 0.616693 2.74055 2.14314
2.7741 2.60674 -0.411762 0.649539 1.07171 0.920213 0.616693 2.74055 2.14314
2.61138 3.38179 -0.565668 -0.0964233 -0.674605 0.0539257 0.567854 2.61138 3.38179
2.78586 2.96025 0.329572 -0.235195 -0.391704 0.455421 0.567854 2.61138 3.38179
2.64822 3.01289 0.364252 0.446055 -0.363706 1.41012 0.560324 2.64822 3.01289
2.86106 2.4508 0.734528 -0.976602 0.192091 0.938972 0.560324 2.64822 3.01289
3.41282 1.72725 0.162254 -0.507929 -0.133317 -1.02938 0.767248 3.41282 1.72725
2.77527 2.63381 -1.31052 0.596707 -0.212962 -1.43313 0.767248 3.41282 1.72725
1.92131 2.82714 -0.407235 -0.273988 -0.736005 1.07876 0.405431 1.92131 2.82714
2.49758 2.11144 0.309499 -0.917123 -0.448746 1.33017 0.405431 1.92131 2.82714
2.51274 1.9466 -0.531187 0.479952 -1.42727 0.35848 0.518949 2.51274 1.9466
2.15921 2.58487 -0.235569 -0.0801561 0.615879 0.408573 0.518949 2.51274 1.9466
2.55524 2.16667 0.272 -0.965607 0.783369 1.37533 0.513182 2.55524 2.16667
1.92771 1.9812 -1.24619 0.160475 2.19767 -0.515402 0.513182 2.55524 2.16667
1.37126 2.19323 0.479983 -0.598945 -0.603428 -0.0905462 0.518115 1.37126 2.19323
1.71325 1.65761 -0.756808 -0.606791 -0.114979 0.108002 0.518115 1.37126 2.19323
1.83879 1.69676 0.403646 0.93786 1.11001 -0.697727 0.386671 1.83879 1.69676
2.15696 2.70691 -0.397204 0.327148 -0.616814 1.5957 0.386671 1.83879 1.69676
1.78592 2.59709 -0.0931227 -1.07804 -0.17499 0.899153 0.376666 1.78592 2.59709
1.80305 1.04542 -0.776532 -1.48973 -1.55864 1.21682 0.376666 1.78592 2.59709
1.51816 0.523189 -0.713738 -0.421763 -0.569517 0.107401 0.42822 1.51816 0.523189
2.1531 0.574589 0.714329 0.283953 -0.533263 0.661164 0.42822 1.51816 0.523189
1.84732 1.05714 -0.850135 0.806145 -0.376238 -0.104256 0.371202 1.84732 1.05714
2.01225 1.91782 0.680673 0.419135 0.102509 1.53747 0.371202 1.84732 1.05714
1.49015 2.12588 -0.682258 0.336753 0.0746213 0.852336 0.429979 1.49015 2.12588
2.20869 2.02264 1.50782 -0.595162 0.929499 1.035 0.429979 1.49015 2.12588
2.15524 2.17709 0.0124305 0.425932 -2.60196 1.41897 0.434559 2.15524 2.17709
2.32741 2.36495 -0.0737196 -0.344012 0.674276 -1.55244 0.434559 2.15524 2.17709
2.1452 2.60739 -0.316964 -0.561592 0.22269 -0.16767 0.422854 2.1452 2.60739
2.1834 2.29255 0.537065 -0.231305 0.487044 0.529607 0.422854 2.1452 2.60739
3.04543 2.41618 1.09964 0.484212 -0.102746 0.195184 0.676306 3.04543 2.41618
4.05228 3.16857 -0.412134 0.733465 1.43955 0.420541 0.676306 3.04543 2.41618
3.12804 2.69378 -0.614605 -0.609506 0.129475 3.42916 0.675101 3.12804 2.69378
2.25192 2.39424 -0.426065 -0.500058 0.773875 1.33625 0.675101 3.12804 2.69378
2.01553 1.98506 -0.00921393 -0.883095 1.4098 -0.958858 0.385021 2.01553 1.98506
1.4196 1.11025 0.0304839 -0.898568 -1.16362 -0.659323 0.385021 2.01553 1.98506
1.833 1.22565 -0.338838 1.02981 -0.773672 0.818298 0.352183 1.833 1.22565
1.85244 2.38497 -0.0969548 -0.0340628 1.34429 0.854418 0.352183 1.833 1.22565
1.55688 2.06616 0.0576964 -0.857186 -0.636511 0.837554 0.389784 1.55688 2.06616
1.46803 1.25715 0.466173 -0.0759224 0.355627 0.682796 0.389784 1.55688 2.06616
1.53672 1.69548 -0.41694 0.958998 0.103097 -0.750508 0.390199 1.53672 1.69548
1.20269 1.945 -0.217484 -0.984294 0.97629 -0.694581 0.390199 1.53672 1.69548
1.64013 0.702571 0.597352 -1.00815 0.318171 -1.1231 0.351003 1.64013 0.702571
